MemberID,ApplicationType,EmpLength,EmpTitle,HomeOwnership,AnnualIncome,DTI,TotalAcc
556889,INDIVIDUAL,3 years,Stiles Food Equipment,MORTGAGE,40000,0.1242,8
1215387,INDIVIDUAL,3 years,Dish Network,MORTGAGE,26000,0.1126,8
963237,INDIVIDUAL,3 years,Southeastern Baptist Theological Seminar,MORTGAGE,40000,0.1317,14
652876,INDIVIDUAL,3 years,Henry Schein Dental,MORTGAGE,69996,0.1862,20
558357,INDIVIDUAL,3 years,Kaiser Permanente,MORTGAGE,59000,0.204,13
561987,INDIVIDUAL,3 years,Conagra Foods,MORTGAGE,45000,0.2315,15
649407,INDIVIDUAL,3 years,Genesis Genetics,MORTGAGE,30000,0.0996,22
875343,INDIVIDUAL,3 years,Marshall University,MORTGAGE,55000,0.1972,32
812509,INDIVIDUAL,3 years,RMBL,MORTGAGE,77500,0.0734,22
763693,INDIVIDUAL,3 years,Marks & Harrison,MORTGAGE,32000,0.0735,44
598252,INDIVIDUAL,3 years,Technicolor,MORTGAGE,130000,0.1477,39
294269,INDIVIDUAL,3 years,Young Star Liquor,MORTGAGE,90000,0.1328,22
947280,INDIVIDUAL,3 years,Double Eagle,MORTGAGE,37596,0.2298,12
641690,INDIVIDUAL,3 years,US Navy,MORTGAGE,62000,0.1183,10
671248,INDIVIDUAL,3 years,cattaraugus community action,MORTGAGE,42000,0.2454,47
702234,INDIVIDUAL,3 years,Monarch Community Bank,MORTGAGE,40272,0.2038,16
962074,INDIVIDUAL,3 years,Ethicon Endo-Surgery,MORTGAGE,65500,0.227,44
1270517,INDIVIDUAL,4 years,Continental Mills,MORTGAGE,75000,0.0338,21
1259659,INDIVIDUAL,4 years,New College of Florida,MORTGAGE,35000,0.1824,15
589556,INDIVIDUAL,4 years,Kalypso,MORTGAGE,125000,0.0943,21
814984,INDIVIDUAL,4 years,City of Fayetteville,MORTGAGE,50000,0.1476,21
773544,INDIVIDUAL,4 years,Imaging Center Network,MORTGAGE,60000,0.2292,29
1056199,INDIVIDUAL,4 years,High Country Fusion,MORTGAGE,44000,0.0505,13
326466,INDIVIDUAL,4 years,St. Alphonsus,MORTGAGE,60000,0.1972,14
832407,INDIVIDUAL,4 years,Wells Fargo Bank,MORTGAGE,67000,0.1257,45
1081312,INDIVIDUAL,4 years,Forest Laboratories,MORTGAGE,80000,0.0426,28
1073587,INDIVIDUAL,4 years,Pearson Education,MORTGAGE,75000,0.1734,27
1195181,INDIVIDUAL,4 years,Bank of Oklahoma Mortgage,MORTGAGE,75000,0.1752,39
571697,INDIVIDUAL,4 years,Lockheed Martin,MORTGAGE,59959,0.1591,40
564348,INDIVIDUAL,4 years,Halloran & Sage LLP,MORTGAGE,62000,0.1088,8
1002313,INDIVIDUAL,4 years,Allstate Insurance,MORTGAGE,71000,0.1291,14
1042285,INDIVIDUAL,4 years,The Walt Disney Company,MORTGAGE,87600,0.1773,24
994098,INDIVIDUAL,4 years,Atlantic Business Products,MORTGAGE,105000,0.0999,34
501536,INDIVIDUAL,4 years,"Consultant Engineering, Inc.",MORTGAGE,40000,0.1326,14
679763,INDIVIDUAL,4 years,ACTS Retirement-Life Communities,MORTGAGE,62000,0.1577,30
589107,INDIVIDUAL,5 years,Radford University,MORTGAGE,27000,0.1467,12
725979,INDIVIDUAL,5 years,scott roofing company,MORTGAGE,39600,0.0648,20
1057332,INDIVIDUAL,5 years,"Carlyle & Associates, P.C.",MORTGAGE,46800,0.2185,18
671520,INDIVIDUAL,5 years,Riverside County Probation,MORTGAGE,45000,0.0744,26
1085222,INDIVIDUAL,5 years,Halsted Communications,MORTGAGE,83820,0.0878,14
1047333,INDIVIDUAL,5 years,JOHN MIDDLETON CO.,MORTGAGE,31200,0.0581,17
607594,INDIVIDUAL,5 years,MetLife Home Loans,MORTGAGE,150000,0.0237,24
686384,INDIVIDUAL,5 years,East Alabama Medical Center,MORTGAGE,72000,0.1933,34
630581,INDIVIDUAL,5 years,SCAD,MORTGAGE,49000,0,17
981140,INDIVIDUAL,5 years,Gold Hill,MORTGAGE,86875,0.0664,11
291069,INDIVIDUAL,5 years,Airblaster.LLC,MORTGAGE,24000,0.17,18
684970,INDIVIDUAL,5 years,Pacific State Bank,MORTGAGE,69000,0.1704,18
381631,INDIVIDUAL,5 years,Normans Electronics,MORTGAGE,39875,0.1773,29
624550,INDIVIDUAL,5 years,agilent technologies,MORTGAGE,94000,0.1751,28
603881,INDIVIDUAL,5 years,"Plourde, Bogue, Moylan + Marino",MORTGAGE,45000,0.1677,44
625113,INDIVIDUAL,5 years,Tesoro Refining & Marketing,MORTGAGE,103000,0.061,27
1015692,INDIVIDUAL,5 years,LYNN CONSTRUCTION,MORTGAGE,35568,0.1704,7
770070,INDIVIDUAL,5 years,Brown & Brown Insurance,MORTGAGE,65000,0.2352,27
1044641,INDIVIDUAL,5 years,Home Care Matters,MORTGAGE,28000,0.1581,18
601061,INDIVIDUAL,5 years,IBM,MORTGAGE,105000,0.1387,28
955046,INDIVIDUAL,5 years,Varian Medical Systems,MORTGAGE,60000,0.1692,18
1092129,INDIVIDUAL,5 years,Tamura Super Market,MORTGAGE,20400,0.2159,33
509535,INDIVIDUAL,5 years,Astellas US LLC,MORTGAGE,67642,0.1182,19
362985,INDIVIDUAL,5 years,Shoplocal,MORTGAGE,31000,0.1003,41
778747,INDIVIDUAL,5 years,University of Kansas,MORTGAGE,46000,0.143,16
605734,INDIVIDUAL,5 years,US Treasury,MORTGAGE,125000,0.0747,16
1079829,INDIVIDUAL,5 years,Correct Care Solutions,MORTGAGE,43200,0.0583,27
635159,INDIVIDUAL,5 years,Brookside Laboratories,MORTGAGE,61498,0.1746,40
697947,INDIVIDUAL,6 years,"Dr. Terry H. Hake, DDS",MORTGAGE,30000,0.038,8
513869,INDIVIDUAL,6 years,"PT, OT, Speech Now",MORTGAGE,60000,0.0624,20
592270,INDIVIDUAL,6 years,city of hope,MORTGAGE,67870,0.1335,34
620420,INDIVIDUAL,6 years,town of new canaan,MORTGAGE,91000,0.1593,30
636080,INDIVIDUAL,6 years,homeland security,MORTGAGE,80000,0.1503,23
842237,INDIVIDUAL,6 years,Patchin Pictures,MORTGAGE,36000,0.217,14
1276111,INDIVIDUAL,6 years,"Larry Watson, MD",MORTGAGE,62000,0.1314,38
579838,INDIVIDUAL,6 years,Federal Bureau of Investigation,MORTGAGE,100000,0.1268,45
992714,INDIVIDUAL,6 years,Grand Casino,MORTGAGE,33280,0.1037,31
924213,INDIVIDUAL,6 years,,MORTGAGE,50000,0.1027,8
1032450,INDIVIDUAL,6 years,Dugmore & Duncan,MORTGAGE,85000,0.106,46
901795,INDIVIDUAL,6 years,"Consultant Engineering, Inc.",MORTGAGE,42000,0.1757,19
611388,INDIVIDUAL,6 years,PrimeLending,MORTGAGE,67000,0.199,25
629661,INDIVIDUAL,6 years,Disney KGO-TV,MORTGAGE,123000,0.2439,20
904937,INDIVIDUAL,6 years,USDA Forest Service,MORTGAGE,40000,0.0423,16
626090,INDIVIDUAL,6 years,DPSA,MORTGAGE,115752,0.1177,62
1054040,INDIVIDUAL,6 years,Beckman Coulter,MORTGAGE,105000,0.0927,28
491286,INDIVIDUAL,7 years,John Crane Orion,MORTGAGE,54080,0.1609,27
931752,INDIVIDUAL,7 years,Ikan Corp.,MORTGAGE,41604,0.1976,16
1216965,INDIVIDUAL,7 years,Energy Service Co.,MORTGAGE,95000,0.1907,14
1280416,INDIVIDUAL,7 years,Horry Electric Cooperative,MORTGAGE,32000,0.0713,17
640805,INDIVIDUAL,7 years,Lexicon Pharmaceuticals,MORTGAGE,66000,0.1176,20
323312,INDIVIDUAL,7 years,Department of Defense (DOD),MORTGAGE,57000,0.1442,18
935136,INDIVIDUAL,7 years,Cox Communications,MORTGAGE,47000,0.1034,16
926538,INDIVIDUAL,7 years,spectrum health hospitals,MORTGAGE,27500,0.1501,19
621642,INDIVIDUAL,7 years,JMK Builders Inc.,MORTGAGE,52000,0.0789,11
797889,INDIVIDUAL,7 years,Virco Inc,MORTGAGE,45600,0.0608,15
723618,INDIVIDUAL,7 years,Michigan Schools & Government Credit Uni,MORTGAGE,49713.04,0.1641,21
944280,INDIVIDUAL,7 years,Symantec,MORTGAGE,65000,0.1638,32
997481,INDIVIDUAL,8 years,all star buick gmc,MORTGAGE,66000,0.2489,40
1101661,INDIVIDUAL,8 years,"MDM Mechanical Services, Inc.",MORTGAGE,48000,0.157,15
912811,INDIVIDUAL,8 years,Carrington College,MORTGAGE,52000,0.1126,23
658475,INDIVIDUAL,8 years,Southern Marketing Associates,MORTGAGE,63996,0.105,19
550762,INDIVIDUAL,8 years,State of Arkansas,MORTGAGE,63324,0.1982,20
592745,INDIVIDUAL,8 years,Assoc. of Flight Ateendants-CWA,MORTGAGE,87000,0.059,21
951893,INDIVIDUAL,8 years,Hydranautics - A Nitto Denko Company,MORTGAGE,58788,0.2382,27
541266,INDIVIDUAL,8 years,AREVA,MORTGAGE,55000,0.2123,24
613478,INDIVIDUAL,8 years,URS Corporation,MORTGAGE,99000,0.1979,38
666335,INDIVIDUAL,9 years,Imperial Irrigation District,MORTGAGE,65158.92,0.1836,25
1004315,INDIVIDUAL,9 years,Department of Homeland Security,MORTGAGE,72396,0.0877,27
1103363,INDIVIDUAL,9 years,Hamilton and Company,MORTGAGE,52000,0.1793,25
363459,INDIVIDUAL,9 years,Self/ Ameriprise Financial franchisee,MORTGAGE,160000,0.0955,26
1219483,INDIVIDUAL,9 years,Puget Sound Naval Shipyard,MORTGAGE,65338,0.1265,20
717350,INDIVIDUAL,9 years,Springdale Warer Utilities,MORTGAGE,36396,0.0313,16
1048947,INDIVIDUAL,9 years,Friendfinder Networks,MORTGAGE,105000,0.0986,23
643754,INDIVIDUAL,9 years,Central Hudson Gas & Electric,MORTGAGE,70000,0.1476,28
609148,INDIVIDUAL,9 years,Nomura Securities,MORTGAGE,95000,0.0447,21
619772,INDIVIDUAL,9 years,State of Oregon: Dept. Human Srvcs,MORTGAGE,68340,0.1213,26
598340,INDIVIDUAL,9 years,U.S. Border Patrol,MORTGAGE,90000,0.1785,29
653476,INDIVIDUAL,9 years,Central Arizona Water Conservation Distr,MORTGAGE,68004,0.1263,39
713641,INDIVIDUAL,< 1 year,"Accumetrics, Inc",MORTGAGE,70000,0.2163,16
757098,INDIVIDUAL,< 1 year,us army,MORTGAGE,43800,0.06,17
881413,INDIVIDUAL,< 1 year,Tetra Technologies,MORTGAGE,80000,0.198,44
528711,INDIVIDUAL,< 1 year,Impact Office Products Co,MORTGAGE,100000,0.0863,14
1003625,INDIVIDUAL,< 1 year,901 restaurant,MORTGAGE,60000,0.0576,10
606413,INDIVIDUAL,< 1 year,U.S. Department of Veterans Affairs,MORTGAGE,38117,0.2254,16
538023,INDIVIDUAL,< 1 year,,MORTGAGE,200004,0.1093,32
1201488,INDIVIDUAL,< 1 year,Citrix,MORTGAGE,70000,0.1711,30
846130,INDIVIDUAL,1 year,sunset tree and landscape,MORTGAGE,24000,0.1745,12
922936,INDIVIDUAL,1 year,halifax regional medical center,MORTGAGE,48000,0.0408,15
1200507,INDIVIDUAL,10+ years,"Toray Carbon Fibers America, Inc.",MORTGAGE,60000,0.005,27
1081847,INDIVIDUAL,10+ years,Architectural Concrete and Design,MORTGAGE,65000,0.0766,19
1247963,INDIVIDUAL,10+ years,3m,MORTGAGE,60000,0.0612,8
662371,INDIVIDUAL,10+ years,National Weather Service,MORTGAGE,114000,0.1377,32
1266208,INDIVIDUAL,10+ years,Rush University Medical Center,MORTGAGE,78000,0.0982,33
640147,INDIVIDUAL,10+ years,Alvarado Hospital,MORTGAGE,79000,0.1425,34
660635,INDIVIDUAL,10+ years,Duke Energy,MORTGAGE,78000,0.1877,50
719351,INDIVIDUAL,10+ years,Caltech,MORTGAGE,73000,0.0955,31
1233471,INDIVIDUAL,2 years,"Rewatchable, Inc.",MORTGAGE,90000,0.0525,11
849949,INDIVIDUAL,2 years,Kaplan University,MORTGAGE,53000,0.0892,15
770344,INDIVIDUAL,3 years,City of Wylie,MORTGAGE,51996,0.2396,17
777147,INDIVIDUAL,4 years,Qunisgamond Comm College,MORTGAGE,60000,0.087,29
382934,INDIVIDUAL,4 years,Petco Animal Supplies,MORTGAGE,65000,0.0162,14
814070,INDIVIDUAL,5 years,Gaston College,MORTGAGE,37000,0.059,9
1004421,INDIVIDUAL,6 years,JA of New Mexico,MORTGAGE,64500,0.141,32
906083,INDIVIDUAL,6 years,Hoffmann Brothers,MORTGAGE,70000,0.137,14
1269991,INDIVIDUAL,6 years,TriHealth,MORTGAGE,77000,0.0969,14
1217949,INDIVIDUAL,7 years,EBMS,MORTGAGE,78000,0.1542,43
581786,INDIVIDUAL,8 years,state of ohio,MORTGAGE,40000,0.099,29
1034322,INDIVIDUAL,10+ years,OEM Worldwide,MORTGAGE,44000,0.12,40
840757,INDIVIDUAL,2 years,Digitas Inc,MORTGAGE,100000,0.1166,13
1073489,INDIVIDUAL,4 years,TradeKing,MORTGAGE,51000,0.1087,22
891328,INDIVIDUAL,5 years,Hilton Head Hospital,MORTGAGE,52000,0.1733,32
644239,INDIVIDUAL,1 year,Verus Financial,MORTGAGE,80000,0.1267,26
551741,INDIVIDUAL,1 year,Walmart Supercenter #3391,MORTGAGE,28000,0.21,23
552010,INDIVIDUAL,1 year,"Stock Loan Services, LLC",MORTGAGE,66000,0.086,48
347447,INDIVIDUAL,1 year,"Integrasys Technologies, Inc",MORTGAGE,65000,0.1626,25
778988,INDIVIDUAL,1 year,City Government,MORTGAGE,63000,0.1505,26
621028,INDIVIDUAL,10+ years,Texarkana Police Dept,MORTGAGE,60000,0.098,11
1052208,INDIVIDUAL,10+ years,University of Louisville hospital,MORTGAGE,76000,0.0696,20
354837,INDIVIDUAL,10+ years,Newnan High School,MORTGAGE,51996,0.1562,32
1237487,INDIVIDUAL,10+ years,Northwestern Mem Hospital,MORTGAGE,90000,0.0884,36
1280578,INDIVIDUAL,10+ years,southeastern container,MORTGAGE,42000,0.1057,41
687955,INDIVIDUAL,10+ years,Lubbock County Adult Probation,MORTGAGE,46097,0.0206,23
1201011,INDIVIDUAL,10+ years,Layton City Corp,MORTGAGE,60000,0.1074,23
1192331,INDIVIDUAL,10+ years,"SYSCOM, Inc.",MORTGAGE,104000,0.161,16
625518,INDIVIDUAL,10+ years,Robins AFB   GA,MORTGAGE,100000,0.0926,36
1264443,INDIVIDUAL,10+ years,"Rashmi C. Patel, DDS, Enfield, LLC",MORTGAGE,48000,0.0947,12
635815,INDIVIDUAL,10+ years,Suntrust Bank,MORTGAGE,61400,0.1999,19
1210449,INDIVIDUAL,10+ years,delta airlines,MORTGAGE,47000,0.1882,37
611598,INDIVIDUAL,10+ years,Moog,MORTGAGE,67000,0.1517,23
530948,INDIVIDUAL,10+ years,Peabody Energy,MORTGAGE,78000,0.2317,37
505672,INDIVIDUAL,10+ years,Univ of Colorado  Boulder,MORTGAGE,73000,0.1022,5
610167,INDIVIDUAL,10+ years,,MORTGAGE,150000,0.0345,22
225082,INDIVIDUAL,10+ years,University of Pittsburgh,MORTGAGE,36194,0.2178,15
799893,INDIVIDUAL,10+ years,Rowerdink Inc,MORTGAGE,88000,0.1463,55
752953,INDIVIDUAL,10+ years,State of New Jersey,MORTGAGE,86000,0.2195,34
1034631,INDIVIDUAL,10+ years,Dicks Sporting Goods,MORTGAGE,54000,0.246,37
952006,INDIVIDUAL,10+ years,bernard greenwald dmd,MORTGAGE,64656,0.0932,44
374174,INDIVIDUAL,10+ years,City of Rolling Meadows,MORTGAGE,120000,0.0792,27
581439,INDIVIDUAL,10+ years,"MICROS Systems, Inc.",MORTGAGE,118000,0.0348,20
643277,INDIVIDUAL,10+ years,Torrance Memorial Medical Center,MORTGAGE,125000,0.2128,24
552505,INDIVIDUAL,10+ years,Stop and Shop,MORTGAGE,58000,0.197,22
625539,INDIVIDUAL,10+ years,University of New Hampshire,MORTGAGE,89000,0.0996,15
1234711,INDIVIDUAL,10+ years,Colorado Department of Transportation,MORTGAGE,72000,0.1175,31
1043471,INDIVIDUAL,10+ years,"DLS Electronic Systems, Inc",MORTGAGE,62916,0.0607,20
582251,INDIVIDUAL,10+ years,Lockheed Martin Space Systems,MORTGAGE,137057,0.2349,44
662380,INDIVIDUAL,10+ years,Denton County,MORTGAGE,48600,0.2244,20
805677,INDIVIDUAL,10+ years,Intermountain Healthcare,MORTGAGE,82000,0.2279,27
576354,INDIVIDUAL,10+ years,AB Precision,MORTGAGE,140000,0.2028,30
767061,INDIVIDUAL,2 years,"ACS, INC",MORTGAGE,51492,0.2018,22
963870,INDIVIDUAL,2 years,merck  and  Co.  Inc.,MORTGAGE,86004,0.0465,42
1029063,INDIVIDUAL,2 years,Federated Insurance,MORTGAGE,63000,0.0295,37
1211516,INDIVIDUAL,2 years,TotalTrax,MORTGAGE,120000,0.1342,27
622432,INDIVIDUAL,2 years,Wellpoint,MORTGAGE,67145,0.0613,9
566890,INDIVIDUAL,2 years,Foley Inc.,MORTGAGE,45000,0.2355,20
639140,INDIVIDUAL,2 years,Columbus Metropolitan Club,MORTGAGE,50000,0.1996,18
540131,INDIVIDUAL,2 years,CSC,MORTGAGE,64500,0.11,17
721413,INDIVIDUAL,2 years,Pueblo of Sandia Tribal Gaming Comm.,MORTGAGE,26400,0.2432,7
568481,INDIVIDUAL,2 years,Titan Technology,MORTGAGE,108000,0.0238,14
656247,INDIVIDUAL,2 years,Promisec  Inc.,MORTGAGE,275004,0.128,32
1236525,INDIVIDUAL,2 years,Roseville Toyota,MORTGAGE,84000,0.0276,11
596728,INDIVIDUAL,2 years,THUNDER FACTORY,MORTGAGE,71500,0.1383,17
980650,INDIVIDUAL,2 years,McLaurin Parking Company,MORTGAGE,30000,0.172,13
596175,INDIVIDUAL,2 years,NexCen Franchise Management,MORTGAGE,65000,0.0354,15
956550,INDIVIDUAL,2 years,Intergro,MORTGAGE,75000,0.2285,47
777685,INDIVIDUAL,2 years,Coventry Health Care,MORTGAGE,41916,0.1786,38
508761,INDIVIDUAL,3 years,Tahitian Noni Int'l,MORTGAGE,100000,0.0847,32
940223,INDIVIDUAL,3 years,DBIA,MORTGAGE,74263,0.084,48
582625,INDIVIDUAL,3 years,Brown & Brown Insurance,MORTGAGE,68000,0.2328,18
791893,INDIVIDUAL,3 years,L3-GCS,MORTGAGE,85000,0.1616,29
598172,INDIVIDUAL,3 years,Yavapai County,MORTGAGE,40000,0.2244,24
382943,INDIVIDUAL,3 years,Ms. Foundation for Women,MORTGAGE,102211,0.1051,25
531415,INDIVIDUAL,3 years,,MORTGAGE,107004,0.132,31
609599,INDIVIDUAL,3 years,Fidelity Investments,MORTGAGE,51000,0.0856,13
611597,INDIVIDUAL,3 years,TLLJ INC,MORTGAGE,38000,0.2018,25
993200,INDIVIDUAL,3 years,southern cal,MORTGAGE,48000,0.227,22
557651,INDIVIDUAL,3 years,Siemens,MORTGAGE,102000,0.0605,33
1060293,INDIVIDUAL,3 years,Red Ventures,MORTGAGE,89000,0.1686,25
906613,INDIVIDUAL,4 years,antelope valley hospital,MORTGAGE,98000,0.198,18
848268,INDIVIDUAL,4 years,Loyola University Chicago,MORTGAGE,52000,0.2418,26
599518,INDIVIDUAL,4 years,Tellabs,MORTGAGE,75000,0.1563,21
540690,INDIVIDUAL,4 years,Dow Chemical,MORTGAGE,66000,0.1171,23
537516,INDIVIDUAL,4 years,GRAVES CONSTRUCTION/COASTAL ABSENTEE SERVICES,MORTGAGE,75000,0.101,34
1022463,INDIVIDUAL,4 years,city of lubbock,MORTGAGE,56000,0.0836,21
1264350,INDIVIDUAL,4 years,Whitley Penn LLP,MORTGAGE,72000,0.1298,36
1065701,INDIVIDUAL,4 years,Wells Fargo Corporation,MORTGAGE,53800,0.1845,28
597006,INDIVIDUAL,4 years,"HMB, Inc.",MORTGAGE,60000,0.1554,14
1213483,INDIVIDUAL,4 years,Schlumberger,MORTGAGE,77000,0.1546,26
590964,INDIVIDUAL,4 years,pra international,MORTGAGE,86000,0.0999,28
1027177,INDIVIDUAL,4 years,Sarasota Memorial Healthcare System,MORTGAGE,147884.76,0.0713,21
661217,INDIVIDUAL,4 years,Dean Foods,MORTGAGE,114000,0.1934,42
949726,INDIVIDUAL,4 years,Whole Health Dentistry,MORTGAGE,75000,0.1734,26
773963,INDIVIDUAL,5 years,KidsTek,MORTGAGE,54000,0.0747,13
1219429,INDIVIDUAL,5 years,Top Care Inc.,MORTGAGE,36000,0.015,12
615293,INDIVIDUAL,5 years,M S Title,MORTGAGE,96000,0.0926,43
620468,INDIVIDUAL,5 years,Boeing,MORTGAGE,66200,0.1767,24
633636,INDIVIDUAL,5 years,Fiserv,MORTGAGE,48840,0.1351,16
741444,INDIVIDUAL,5 years,SKTY Trading,MORTGAGE,100000,0.0305,12
687054,INDIVIDUAL,5 years,United States Air Force,MORTGAGE,63996,0.2023,11
833915,INDIVIDUAL,5 years,National Geographic School Publishing,MORTGAGE,94500,0.1754,20
1215595,INDIVIDUAL,5 years,Winstar World Casino,MORTGAGE,52000,0.0962,24
726610,INDIVIDUAL,5 years,Boys & Girls Club of Greater Baton Rouge,MORTGAGE,44000,0.2291,8
1279397,INDIVIDUAL,5 years,Florida Department of Citrus,MORTGAGE,37620,0.2207,38
731694,INDIVIDUAL,5 years,Qwest,MORTGAGE,75000,0.055,23
624917,INDIVIDUAL,5 years,Edward Jones,MORTGAGE,120000,0.2256,38
590712,INDIVIDUAL,5 years,Trinity Health System,MORTGAGE,48235,0.0761,25
744605,INDIVIDUAL,5 years,The Northern Trust,MORTGAGE,35496,0.1741,22
798739,INDIVIDUAL,5 years,bethany bible church,MORTGAGE,36000,0.1297,19
774962,INDIVIDUAL,5 years,Diageo-Guinness USA,MORTGAGE,87000,0.0855,26
1009917,INDIVIDUAL,5 years,Messier Bugatti USA,MORTGAGE,124896,0.1348,41
884697,INDIVIDUAL,5 years,University of Michigan Hospital,MORTGAGE,74000,0.077,35
1277770,INDIVIDUAL,6 years,Andritz,MORTGAGE,59000,0.0875,15
772543,INDIVIDUAL,6 years,Offinger Management Co.,MORTGAGE,24996,0.1234,24
614019,INDIVIDUAL,6 years,Telos Corporation,MORTGAGE,75873,0.1336,38
836833,INDIVIDUAL,6 years,EGC Enviromental,MORTGAGE,70000,0.1779,37
858953,INDIVIDUAL,6 years,Fiserv,MORTGAGE,32000,0.1511,28
1021432,INDIVIDUAL,6 years,TelePacific Communications,MORTGAGE,60000,0.2186,19
1054428,INDIVIDUAL,6 years,84 LUMBER,MORTGAGE,75000,0.0502,18
554887,INDIVIDUAL,6 years,ICOM,MORTGAGE,35000,0.2469,21
773582,INDIVIDUAL,6 years,AlphaGraphics 469,MORTGAGE,49344,0.1573,27
1047641,INDIVIDUAL,6 years,Cook Medical,MORTGAGE,35000,0.1529,16
621140,INDIVIDUAL,6 years,Town of Middleboro,MORTGAGE,61800,0.1864,30
661486,INDIVIDUAL,6 years,State of Alabama,MORTGAGE,62000,0.1519,58
786468,INDIVIDUAL,6 years,aegis therapies,MORTGAGE,71000,0.0933,40
623534,INDIVIDUAL,6 years,"Donnell R Fullerton, PC",MORTGAGE,85000,0.2218,38
698762,INDIVIDUAL,7 years,Town Care Dental,MORTGAGE,70000,0.0749,28
1187989,INDIVIDUAL,7 years,"Verizon Federal, Inc",MORTGAGE,72060,0.2268,36
1023745,INDIVIDUAL,7 years,Diamond Offshore,MORTGAGE,104000,0.1753,18
914201,INDIVIDUAL,7 years,24Hour Fitness,MORTGAGE,60000,0.1794,24
622254,INDIVIDUAL,7 years,Peabody Management services,MORTGAGE,96339,0.2216,37
1207999,INDIVIDUAL,7 years,Thomson Reuters,MORTGAGE,95000,0.168,60
367753,INDIVIDUAL,8 years,scott peraria builders,MORTGAGE,60000,0.2346,14
1283606,INDIVIDUAL,8 years,City of Quincy,MORTGAGE,55000,0.0757,13
256568,INDIVIDUAL,8 years,Northern Highlands Regional HS,MORTGAGE,84000,0.1363,33
373234,INDIVIDUAL,8 years,va comp/ssd,MORTGAGE,40872,0.2443,45
767764,INDIVIDUAL,8 years,construction material,MORTGAGE,66360,0.1344,15
1044797,INDIVIDUAL,9 years,SAIF Corp.,MORTGAGE,79700,0.1486,13
557670,INDIVIDUAL,9 years,Brigham and Women's Hospital,MORTGAGE,109000,0.0869,40
635437,INDIVIDUAL,9 years,ExxonMobil,MORTGAGE,150000,0.1293,46
876067,INDIVIDUAL,9 years,Gallery of Cakes,MORTGAGE,52000,0.1498,19
557734,INDIVIDUAL,9 years,Chevy CHASE BANK,MORTGAGE,75000,0.1222,26
1085788,INDIVIDUAL,9 years,Georgia power company,MORTGAGE,55000,0.1375,28
579467,INDIVIDUAL,9 years,JDSU,MORTGAGE,57000,0.1364,32
551738,INDIVIDUAL,9 years,Scriptlogic Corporation,MORTGAGE,80500,0.1133,25
834291,INDIVIDUAL,9 years,Blue Goose Cantina,MORTGAGE,80000,0.1563,28
802369,INDIVIDUAL,< 1 year,Interstate Mechanical,MORTGAGE,38400,0.0313,6
558205,INDIVIDUAL,< 1 year,Exploria,MORTGAGE,200000,0.0611,29
518584,INDIVIDUAL,< 1 year,Retired,MORTGAGE,50000,0.2352,21
872843,INDIVIDUAL,< 1 year,Imperial Marketing Concepts,MORTGAGE,51996,0.1616,27
967922,INDIVIDUAL,< 1 year,Florida Hospital HeartLand Division,MORTGAGE,40800,0.2218,24
825711,INDIVIDUAL,< 1 year,Citibank,MORTGAGE,95000,0.1741,23
736703,INDIVIDUAL,< 1 year,Republic National Distributing Company,MORTGAGE,41000,0.0901,17
611390,INDIVIDUAL,1 year,Uncommon Ground,MORTGAGE,30000,0.2168,27
596114,INDIVIDUAL,1 year,Buffalo MRI,MORTGAGE,33600,0.1921,26
875576,INDIVIDUAL,10+ years,United Parcel Service,MORTGAGE,50000,0.0746,38
964830,INDIVIDUAL,10+ years,City of Sheridan,MORTGAGE,33225,0.1051,17
777193,INDIVIDUAL,10+ years,DCI Inc,MORTGAGE,63000,0.0701,33
772745,INDIVIDUAL,10+ years,New Jersey State Police,MORTGAGE,125000,0.1559,18
1064848,INDIVIDUAL,2 years,American Signature Furniture,MORTGAGE,35000,0.1707,26
554687,INDIVIDUAL,3 years,NW Engineers,MORTGAGE,60000,0.1152,28
749170,INDIVIDUAL,3 years,State of Connecticut,MORTGAGE,32000,0.0191,15
649603,INDIVIDUAL,4 years,Decoma,MORTGAGE,60000,0.1262,17
615859,INDIVIDUAL,4 years,CITY OF RYE DEPT OF PUBLIC WORKS,MORTGAGE,59000,0.0063,38
626289,INDIVIDUAL,6 years,Ulrich Barn Builders,MORTGAGE,55000,0.0999,26
370812,INDIVIDUAL,6 years,Fletcher Allen Healthcare,MORTGAGE,63000,0.1583,40
312990,INDIVIDUAL,9 years,The Ohio State Universtiy,MORTGAGE,45000,0.076,32
531277,INDIVIDUAL,1 year,Epocrates,MORTGAGE,45000,0.1157,27
812131,INDIVIDUAL,10+ years,standard register,MORTGAGE,35000,0.0662,17
508617,INDIVIDUAL,1 year,3M,MORTGAGE,154008,0.0875,37
454434,INDIVIDUAL,1 year,Experian,MORTGAGE,93450,0.1538,25
699397,INDIVIDUAL,1 year,Altria Sales & Distribution,MORTGAGE,55800,0.0806,16
973087,INDIVIDUAL,1 year,Precision Auto Tune,MORTGAGE,80000,0.2467,36
904076,INDIVIDUAL,1 year,Pentony Capital Management,MORTGAGE,28650,0.0993,34
591566,INDIVIDUAL,1 year,BBVA Compass,MORTGAGE,56000,0.0636,8
624693,INDIVIDUAL,1 year,,MORTGAGE,30000,0.196,16
1239321,INDIVIDUAL,1 year,Dallas Police,MORTGAGE,110000,0.1323,21
649091,INDIVIDUAL,1 year,Information Analysis Inc.,MORTGAGE,79500,0.2205,26
