LoanID,MemberID,AddressState,ApplicationType,EmpTitle,Grade,IssueDate,LastCreditPullDate,LastPaymentDate,LoanStatus,NextPaymentDate,Purpose,SubGrade,Term,VerificationStatus,Installment,InterestRate,LoanAmount,TotalPayment,LoanKey
971188,1192700,IL,INDIVIDUAL,CME Group,D,11-10-2021,14-10-2021,14-10-2021,Fully Paid,14-11-2021,Debt consolidation,D5, 36 months,Source Verified,1269.73,0.1825,35000,45710,14097
381466,409955,NJ,INDIVIDUAL,kone,D,09-03-2021,10-04-2021,10-04-2021,Fully Paid,10-05-2021,Debt consolidation,D2, 36 months,Source Verified,515.74,0.1442,15000,16302,14098
608242,780267,NJ,INDIVIDUAL,Cognizant Technology Solutions,D,10-11-2021,16-04-2021,11-09-2021,Fully Paid,11-10-2021,Debt consolidation,D5, 36 months,Source Verified,691.92,0.1557,19800,21581,14099
375998,398751,TX,INDIVIDUAL,Porter Rogers Dahlman & Gordon,D,09-02-2021,12-02-2021,12-02-2021,Fully Paid,12-03-2021,Debt consolidation,D2, 36 months,Source Verified,481.36,0.1442,14000,17329,14100
739923,937551,GA,INDIVIDUAL,Georgia Bank & Trust,D,11-04-2021,16-05-2021,14-05-2021,Fully Paid,14-06-2021,Debt consolidation,D1, 36 months,Source Verified,344.41,0.1454,10000,12399,14101
530378,685819,NY,INDIVIDUAL,"Sullivan Keenan Oliver & Violando, LLP",D,10-06-2021,16-04-2021,13-05-2021,Fully Paid,13-06-2021,Debt consolidation,D1, 36 months,Source Verified,608.74,0.1484,17600,21872,14102
996597,1221242,FL,INDIVIDUAL,Florida International University,D,11-10-2021,16-05-2021,12-09-2021,Fully Paid,12-10-2021,Debt consolidation,D2, 36 months,Source Verified,284.31,0.1677,8000,9005,14103
841297,1051836,UT,INDIVIDUAL,Utah State tax Commission,D,11-08-2021,11-08-2021,11-09-2021,Fully Paid,11-10-2021,Debt consolidation,D3, 36 months,Source Verified,389.4,0.1649,11000,11152,14104
656227,839322,TX,INDIVIDUAL,UT Southwestern Medical Center,D,11-01-2021,14-10-2021,14-02-2021,Fully Paid,14-03-2021,Debt consolidation,D1, 36 months,Source Verified,206.65,0.1454,6000,7439,14105
1003593,1229985,WI,INDIVIDUAL,United Airlines,D,11-10-2021,14-02-2021,14-02-2021,Fully Paid,14-03-2021,Debt consolidation,D1, 36 months,Source Verified,423.61,0.1629,12000,15003,14106
382421,411867,PA,INDIVIDUAL,Wilkes Barre Twp Police,D,09-03-2021,16-02-2021,12-03-2021,Fully Paid,12-04-2021,Debt consolidation,D1, 36 months,Source Verified,410.75,0.1411,12000,14811,14107
536198,692538,AR,INDIVIDUAL,CED,D,10-06-2021,16-05-2021,12-03-2021,Fully Paid,12-04-2021,Debt consolidation,D1, 36 months,Source Verified,415.05,0.1484,12000,14292,14108
867370,1080982,NY,INDIVIDUAL,UNITED STATES AIR FORCE  DEPT OF DEFENSE,D,11-08-2021,16-05-2021,12-08-2021,Fully Paid,12-09-2021,Debt consolidation,D2, 36 months,Source Verified,87.89,0.1599,2500,2825,14109
1016405,1243908,PA,INDIVIDUAL,JERAM MARKETING,D,11-11-2021,16-05-2021,13-07-2021,Fully Paid,13-08-2021,Debt consolidation,D2, 36 months,Source Verified,568.62,0.1677,16000,19011,14110
710041,902738,AZ,INDIVIDUAL,Skyhook Internet Marketing,D,11-03-2021,14-01-2021,14-01-2021,Fully Paid,14-02-2021,Debt consolidation,D1, 36 months,Source Verified,413.29,0.1454,12000,14849,14111
844877,1055981,AR,INDIVIDUAL,Harding University,D,11-08-2021,16-05-2021,14-08-2021,Fully Paid,14-09-2021,Debt consolidation,D1, 36 months,Source Verified,244.79,0.1562,7000,8812,14112
575333,740017,VA,INDIVIDUAL,Capital One bank,D,10-09-2021,16-05-2021,11-08-2021,Fully Paid,11-09-2021,Debt consolidation,D3, 36 months,Source Verified,279.61,0.1558,8000,9012,14113
796962,1001872,NC,INDIVIDUAL,Nash County Sheriff's Office,D,11-06-2021,15-04-2021,12-05-2021,Fully Paid,12-06-2021,Debt consolidation,D4, 36 months,Source Verified,427.18,0.1689,12000,13519,14114
600522,770749,MD,INDIVIDUAL,Swish Data Corporation,D,10-10-2021,11-10-2021,11-10-2021,Fully Paid,11-11-2021,Debt consolidation,D2, 36 months,Source Verified,860.04,0.1446,25000,27930,14115
570299,733653,MD,INDIVIDUAL,AT&T,D,10-08-2021,13-09-2021,13-09-2021,Fully Paid,13-10-2021,Debt consolidation,D1, 36 months,Source Verified,266.33,0.1484,7700,9588,14116
562369,723661,KY,INDIVIDUAL,The Bank of Harlan,E,10-08-2021,13-02-2021,13-01-2021,Fully Paid,13-02-2021,Debt consolidation,E2, 36 months,Source Verified,455.21,0.1682,12800,16034,14117
650553,832189,WA,INDIVIDUAL,US Army,E,11-01-2021,13-02-2021,13-01-2021,Fully Paid,13-02-2021,Debt consolidation,E1, 36 months,Source Verified,494.97,0.164,14000,17324,14118
604902,776011,NY,INDIVIDUAL,JPMorgan Chase,E,10-10-2021,16-01-2021,13-11-2021,Fully Paid,13-12-2021,Debt consolidation,E1, 36 months,Source Verified,562.12,0.1595,16000,20237,14119
381795,410165,NY,INDIVIDUAL,General Motors,E,09-03-2021,12-06-2021,12-06-2021,Fully Paid,12-07-2021,Debt consolidation,E2, 36 months,Source Verified,527.36,0.16,15000,19216,14120
513944,664160,VA,INDIVIDUAL,UVA Health System,E,10-05-2021,16-04-2021,13-05-2021,Fully Paid,13-06-2021,Debt consolidation,E5, 36 months,Source Verified,325.06,0.1793,9000,11703,14121
649153,830464,LA,INDIVIDUAL,Lee dee wholesale,E,11-01-2021,16-05-2021,13-07-2021,Fully Paid,13-08-2021,Debt consolidation,E3, 36 months,Source Verified,893.07,0.1714,25000,31895,14122
1047458,1278540,KY,INDIVIDUAL,United Parcel Service,E,11-12-2021,16-04-2021,13-08-2021,Fully Paid,13-09-2021,Debt consolidation,E3, 36 months,Source Verified,1106.07,0.1942,30000,37605,14123
374151,395017,KS,INDIVIDUAL,Jakes Fireworks,E,09-02-2021,11-04-2021,11-04-2021,Fully Paid,11-05-2021,Debt consolidation,E1, 36 months,Source Verified,310.64,0.1568,8875,10971,14124
539455,696606,GA,INDIVIDUAL,Advanced Core Consulting,E,10-07-2021,16-05-2021,11-10-2021,Fully Paid,11-11-2021,Debt consolidation,E1, 36 months,Source Verified,578.46,0.1645,25000,19170,14125
1024806,1246783,OH,INDIVIDUAL,AFS Technology,E,11-11-2021,16-05-2021,12-05-2021,Fully Paid,12-06-2021,Debt consolidation,E4, 36 months,Source Verified,816.6,0.1991,22000,23749,14126
794760,999416,UT,INDIVIDUAL,ARUP Laboratories,E,11-07-2021,11-08-2021,11-08-2021,Fully Paid,11-09-2021,Debt consolidation,E2, 36 months,Source Verified,363.49,0.1839,10000,10154,14127
999335,1224712,NH,INDIVIDUAL,Marriott International,E,11-10-2021,15-03-2021,13-05-2021,Fully Paid,13-06-2021,Debt consolidation,E2, 36 months,Source Verified,1173.48,0.1903,32000,38984,14128
586568,753544,MD,INDIVIDUAL,US Dept of Commerce census Bureaus,E,10-09-2021,16-01-2021,13-10-2021,Fully Paid,13-11-2021,Debt consolidation,E1, 36 months,Source Verified,424.56,0.1645,12000,15284,14129
713156,906348,MI,INDIVIDUAL,Plante & Moran PLLC,E,11-03-2021,12-10-2021,12-10-2021,Fully Paid,12-11-2021,Debt consolidation,E2, 36 months,Source Verified,213.24,0.1677,6000,7211,14130
655604,838501,MA,INDIVIDUAL,Hydroid,E,11-01-2021,16-04-2021,12-02-2021,Fully Paid,12-03-2021,Debt consolidation,E4, 36 months,Source Verified,718.15,0.1751,20000,23071,14131
571577,735218,OH,INDIVIDUAL,PartsSource Inc,E,10-09-2021,13-02-2021,13-01-2021,Fully Paid,13-02-2021,Debt consolidation,E5, 36 months,Source Verified,632.06,0.1793,17500,22433,14132
997047,1217775,FL,INDIVIDUAL,Phase V of Southwest Florida,E,11-10-2021,16-05-2021,14-01-2021,Fully Paid,14-02-2021,Debt consolidation,E4, 36 months,Source Verified,196.73,0.1991,5300,6914,14133
684264,873700,MO,INDIVIDUAL,TKC Global,E,11-02-2021,16-05-2021,14-03-2021,Fully Paid,14-04-2021,Debt consolidation,E1, 36 months,Source Verified,593.97,0.164,16800,21383,14134
692336,882995,NJ,INDIVIDUAL,Trident Mortgage Company,E,11-03-2021,16-05-2021,12-02-2021,Fully Paid,12-03-2021,Debt consolidation,E3, 36 months,Source Verified,357.23,0.1714,10000,11395,14135
580432,746161,AL,INDIVIDUAL,US Army,E,10-09-2021,13-09-2021,13-10-2021,Fully Paid,13-11-2021,Debt consolidation,E1, 36 months,Source Verified,88.45,0.1645,2500,3184,14136
504078,648925,OH,INDIVIDUAL,DELTA Electrical Contractors,E,10-04-2021,16-05-2021,13-05-2021,Fully Paid,13-06-2021,Debt consolidation,E1, 36 months,Source Verified,566.04,0.1645,16000,20379,14137
671803,858778,MO,INDIVIDUAL,TriCom Technical Services,E,11-02-2021,12-10-2021,12-10-2021,Fully Paid,12-11-2021,Debt consolidation,E1, 36 months,Source Verified,530.33,0.164,15000,17829,14138
798229,1003336,CA,INDIVIDUAL,California department of corrections,E,11-07-2021,16-05-2021,14-04-2021,Fully Paid,14-05-2021,Debt consolidation,E4, 36 months,Source Verified,677.18,0.1929,18400,24183,14139
829613,1038726,TX,INDIVIDUAL,Fluor Corporation,E,11-07-2021,16-04-2021,14-08-2021,Fully Paid,14-09-2021,Debt consolidation,E1, 36 months,Source Verified,607.28,0.1799,16800,21862,14140
373255,392766,MI,INDIVIDUAL,"Organic, LLC",E,09-01-2021,16-04-2021,11-12-2021,Fully Paid,11-01-2022,Debt consolidation,E3, 36 months,Source Verified,529.71,0.1632,15000,19048,14141
391872,410948,FL,INDIVIDUAL,University of Florida,F,09-04-2021,15-03-2021,09-09-2021,Fully Paid,09-10-2021,Debt consolidation,F1, 36 months,Source Verified,687.06,0.1726,19200,20269,14142
651014,832788,CT,INDIVIDUAL,hosp. of st. raphael,F,11-01-2021,14-01-2021,14-01-2021,Fully Paid,14-02-2021,Debt consolidation,F1, 36 months,Source Verified,326.51,0.1825,9000,11754,14143
603118,773888,WV,INDIVIDUAL,Duncan Honda,F,10-10-2021,16-05-2021,12-10-2021,Fully Paid,12-11-2021,Debt consolidation,F5, 36 months,Source Verified,920.08,0.1929,25000,31879,14144
649566,830981,WA,INDIVIDUAL,Q1 Labs,F,11-01-2021,12-09-2021,12-09-2021,Fully Paid,12-10-2021,Debt consolidation,F5, 36 months,Source Verified,925.79,0.1974,25000,30912,14145
643302,823294,GA,INDIVIDUAL,First Data Corporation,F,11-01-2021,14-05-2021,12-07-2021,Fully Paid,12-08-2021,Debt consolidation,F1, 36 months,Source Verified,666.97,0.178,18500,21867,14146
825279,1034051,PA,INDIVIDUAL,School District of Philadelphia,F,11-07-2021,15-09-2021,14-08-2021,Fully Paid,14-09-2021,Debt consolidation,F3, 36 months,Source Verified,414.37,0.2099,11000,14917,14147
382913,243788,MA,INDIVIDUAL,Sophos,A,09-03-2021,16-05-2021,12-03-2021,Fully Paid,12-04-2021,Debt consolidation,A3, 36 months,Source Verified,100.28,0.08,3200,3610,14148
1036928,1266814,MA,INDIVIDUAL,zoll medical corp,A,11-11-2021,15-03-2021,14-12-2021,Fully Paid,14-01-2022,Debt consolidation,A5, 36 months,Source Verified,222.28,0.089,7000,8002,14149
990388,1214364,MN,INDIVIDUAL,Lil' Explorers,B,11-10-2021,14-12-2021,13-05-2021,Fully Paid,13-06-2021,Debt consolidation,B5, 36 months,Source Verified,704.45,0.1269,21000,24020,14150
720315,914756,MD,INDIVIDUAL,Harbor Hospital,C,11-04-2021,15-07-2021,14-01-2021,Fully Paid,14-02-2021,Debt consolidation,C4, 36 months,Source Verified,119.29,0.138,3500,4287,14151
511303,660432,GA,INDIVIDUAL,PEACH STATE LABS,C,10-05-2021,10-12-2021,10-12-2021,Fully Paid,10-01-2022,Debt consolidation,C1, 36 months,Source Verified,221.54,0.1273,6600,7056,14152
690197,880600,CA,INDIVIDUAL,Western Digital,C,11-03-2021,16-05-2021,13-08-2021,Fully Paid,13-09-2021,Debt consolidation,C1, 36 months,Source Verified,402.49,0.1268,12000,14375,14153
649082,830388,CA,INDIVIDUAL,State of California,C,11-01-2021,16-05-2021,13-07-2021,Fully Paid,13-08-2021,Debt consolidation,C3, 36 months,Source Verified,311.9,0.1343,9200,11157,14154
748108,947127,CA,INDIVIDUAL,"Leonard Carder, LLP",D,11-05-2021,14-07-2021,14-02-2021,Fully Paid,14-03-2021,Debt consolidation,D1, 36 months,Source Verified,104.91,0.1562,3000,3731,14155
746591,945374,MD,INDIVIDUAL,MedImmune,C,11-05-2021,15-07-2021,14-06-2021,Fully Paid,14-07-2021,Debt consolidation,C5, 36 months,Source Verified,313.01,0.1523,9000,11268,14156
372817,392043,LA,INDIVIDUAL,Jones Walker,B,09-06-2021,14-07-2021,10-10-2021,Fully Paid,10-11-2021,Debt consolidation,B3, 36 months,Source Verified,495.21,0.1158,15000,16891,14157
418875,491151,VT,INDIVIDUAL,Stryker Biotech,B,09-07-2021,12-05-2021,12-05-2021,Fully Paid,12-06-2021,Debt consolidation,B2, 36 months,Source Verified,525.82,0.1126,16000,18915,14158
440660,533930,CA,INDIVIDUAL,ELECTRIC SUPPLY CONNECTION,C,09-09-2021,16-05-2021,12-09-2021,Fully Paid,12-10-2021,Debt consolidation,C2, 36 months,Source Verified,338.01,0.1322,10000,12169,14159
380509,408028,MA,INDIVIDUAL,Reboot Networks,D,09-02-2021,12-03-2021,12-03-2021,Fully Paid,12-04-2021,Debt consolidation,D4, 36 months,Source Verified,249.78,0.1505,7200,8992,14160
377498,401717,CO,INDIVIDUAL,First Source,D,09-02-2021,16-05-2021,12-02-2021,Fully Paid,12-03-2021,Debt consolidation,D1, 36 months,Source Verified,342.29,0.1411,10000,12322,14161
833595,1043264,CA,INDIVIDUAL,Altura Credit Union,A,11-08-2021,16-05-2021,14-08-2021,Fully Paid,14-09-2021,Debt consolidation,A4, 36 months,Source Verified,130.63,0.0749,4200,4700,14162
1024083,1253188,GA,INDIVIDUAL,US Army,A,11-12-2021,16-05-2021,14-12-2021,Fully Paid,14-01-2022,Debt consolidation,A1, 36 months,Source Verified,365.23,0.0603,12000,13148,14163
645777,826287,CA,INDIVIDUAL,Village Nurseries,A,11-01-2021,13-12-2021,13-06-2021,Fully Paid,13-07-2021,Debt consolidation,A1, 36 months,Source Verified,180.96,0.0542,6000,6492,14164
767579,968722,TX,INDIVIDUAL,City of Longview,A,11-06-2021,15-08-2021,14-05-2021,Fully Paid,14-06-2021,Debt consolidation,A3, 36 months,Source Verified,370.48,0.0699,12000,13335,14165
990606,1214585,FL,INDIVIDUAL,university of florida,A,11-10-2021,14-12-2021,13-12-2021,Fully Paid,13-01-2022,Debt consolidation,A4, 36 months,Source Verified,187.75,0.079,6000,6680,14166
655887,838878,MO,INDIVIDUAL,Lutheran Hour Ministries,A,11-01-2021,15-08-2021,14-02-2021,Fully Paid,14-03-2021,Debt consolidation,A4, 36 months,Source Verified,449.65,0.0729,14500,16187,14167
740850,938626,CA,INDIVIDUAL,,A,11-05-2021,14-05-2021,14-05-2021,Fully Paid,14-06-2021,Debt consolidation,A4, 36 months,Source Verified,684.24,0.0749,22000,24632,14168
841518,1052082,CA,INDIVIDUAL,Greyhound Lines Inc.,A,11-08-2021,16-05-2021,14-06-2021,Fully Paid,14-07-2021,Debt consolidation,A4, 36 months,Source Verified,93.31,0.0749,3000,3357,14169
758736,958931,NM,INDIVIDUAL,oreilly auto parts,A,11-05-2021,16-05-2021,14-06-2021,Fully Paid,14-07-2021,Debt consolidation,A4, 36 months,Source Verified,217.72,0.0749,7000,7838,14170
1002383,1228440,NY,INDIVIDUAL,Sullivan & Cromwell,A,11-10-2021,14-02-2021,14-02-2021,Fully Paid,14-03-2021,Debt consolidation,A5, 36 months,Source Verified,222.28,0.089,7000,7930,14171
1049157,1280539,MA,INDIVIDUAL,City of Somerville,A,11-12-2021,13-06-2021,13-06-2021,Fully Paid,13-07-2021,Debt consolidation,A1, 36 months,Source Verified,400.23,0.0603,13150,14076,14172
782655,985667,NC,INDIVIDUAL,Eagle at Brassfield,A,11-06-2021,14-07-2021,14-07-2021,Fully Paid,14-08-2021,Debt consolidation,A4, 36 months,Source Verified,435.43,0.0749,14000,15675,14173
1026458,1255642,GA,INDIVIDUAL,Robins AFB,A,11-11-2021,16-05-2021,13-10-2021,Fully Paid,13-11-2021,Debt consolidation,A5, 36 months,Source Verified,190.52,0.089,6000,6716,14174
589786,757615,FL,INDIVIDUAL,dogbar,A,10-10-2021,13-10-2021,13-10-2021,Fully Paid,13-11-2021,Debt consolidation,A5, 36 months,Source Verified,242.43,0.0788,7750,8728,14175
1017768,1245958,MA,INDIVIDUAL,Citysports,A,11-11-2021,16-01-2021,13-03-2021,Fully Paid,13-04-2021,Debt consolidation,A4, 36 months,Source Verified,187.75,0.079,6000,6511,14176
683477,872805,CA,INDIVIDUAL,Chandler School,A,11-03-2021,14-09-2021,14-03-2021,Fully Paid,14-04-2021,Debt consolidation,A4, 36 months,Source Verified,155.05,0.0729,5000,5581,14177
526067,680611,CA,INDIVIDUAL,car quest distribution center,A,10-06-2021,16-05-2021,13-02-2021,Fully Paid,13-03-2021,Debt consolidation,A5, 36 months,Source Verified,125.13,0.0788,4000,4497,14178
598617,768279,MD,INDIVIDUAL,Shrine of the LIttle Flower,A,10-10-2021,16-05-2021,12-02-2021,Fully Paid,12-03-2021,Debt consolidation,A3, 36 months,Source Verified,122,0.0617,4000,4221,14179
879585,1094517,MA,INDIVIDUAL,Town of Millbury,A,11-09-2021,15-09-2021,13-07-2021,Fully Paid,13-08-2021,Debt consolidation,A2, 36 months,Source Verified,221.07,0.0662,7200,7835,14180
826662,1035545,VA,INDIVIDUAL,American Diabetes Association,A,11-07-2021,16-02-2021,14-08-2021,Fully Paid,14-09-2021,Debt consolidation,A4, 36 months,Source Verified,497.63,0.0749,16000,17915,14181
864023,1077180,TX,INDIVIDUAL,"Register Tapes Unlimited Inc., L.P.",A,11-09-2021,16-05-2021,14-09-2021,Fully Paid,14-10-2021,Debt consolidation,A4, 36 months,Source Verified,614.26,0.0749,19750,22113,14182
554107,713854,VA,INDIVIDUAL,loudoun county public schools,A,10-07-2021,11-08-2021,11-08-2021,Fully Paid,11-09-2021,Debt consolidation,A1, 36 months,Source Verified,91.8,0.0639,3000,3165,14183
579345,744857,DC,INDIVIDUAL,Emerson Preparatory School,A,10-09-2021,13-02-2021,12-06-2021,Fully Paid,12-07-2021,Debt consolidation,A2, 36 months,Source Verified,184.61,0.0676,6000,6369,14184
550273,709310,NY,INDIVIDUAL,Big Apple Pos,A,10-07-2021,13-08-2021,13-08-2021,Fully Paid,13-09-2021,Debt consolidation,A4, 36 months,Source Verified,373.33,0.0751,12000,13440,14185
551621,710873,VA,INDIVIDUAL,FISHER AUTO PARTS INC,A,10-07-2021,16-01-2021,11-05-2021,Fully Paid,11-06-2021,Debt consolidation,A5, 36 months,Source Verified,359.74,0.0788,11500,12112,14186
762003,962497,CA,INDIVIDUAL,Biola University,A,11-05-2021,14-12-2021,12-11-2021,Fully Paid,12-12-2021,Debt consolidation,A3, 36 months,Source Verified,185.24,0.0699,6000,6472,14187
1057065,1288619,PA,INDIVIDUAL,homeconnect,A,11-12-2021,16-04-2021,13-11-2021,Fully Paid,13-12-2021,Debt consolidation,A5, 36 months,Source Verified,241.33,0.089,7600,8531,14188
856452,1068813,CA,INDIVIDUAL,dna 2.0,A,11-08-2021,14-09-2021,14-09-2021,Fully Paid,14-10-2021,Debt consolidation,A1, 36 months,Source Verified,211.12,0.0542,7000,7600,14189
676630,864634,AZ,INDIVIDUAL,Fiesta Canning,A,11-02-2021,11-12-2021,11-12-2021,Fully Paid,11-01-2022,Debt consolidation,A1, 36 months,Source Verified,131.95,0.0542,4375,4488,14190
687915,877958,FL,INDIVIDUAL,GlobalEnglish,A,11-03-2021,14-01-2021,13-12-2021,Fully Paid,13-01-2022,Debt consolidation,A4, 36 months,Source Verified,248.08,0.0729,8000,8923,14191
684331,873784,MA,INDIVIDUAL,North reading transportation,A,11-03-2021,16-04-2021,14-03-2021,Fully Paid,14-04-2021,Debt consolidation,A4, 36 months,Source Verified,310.1,0.0729,10000,11164,14192
812332,1019483,VA,INDIVIDUAL,"Veritiss, LLC",A,11-07-2021,12-02-2021,12-01-2021,Fully Paid,12-02-2021,Debt consolidation,A4, 36 months,Source Verified,227.82,0.0749,10000,7582,14193
834707,1044585,CA,INDIVIDUAL,Macy's,A,11-08-2021,14-08-2021,14-08-2021,Fully Paid,14-09-2021,Debt consolidation,A5, 36 months,Source Verified,362.98,0.0849,11500,13067,14194
759314,959547,TX,INDIVIDUAL,Paulding Gymnastics,A,11-05-2021,15-05-2021,13-02-2021,Fully Paid,13-03-2021,Debt consolidation,A5, 36 months,Source Verified,347.2,0.0849,11000,12179,14195
800997,1006538,MD,INDIVIDUAL,SafeNet Inc.,A,11-07-2021,15-01-2021,12-11-2021,Fully Paid,12-12-2021,Debt consolidation,A5, 36 months,Source Verified,228.05,0.0849,9600,7888,14196
756978,956957,TX,INDIVIDUAL,Michael rose cpa,A,11-06-2021,14-08-2021,12-12-2021,Fully Paid,12-01-2022,Debt consolidation,A5, 36 months,Source Verified,94.69,0.0849,3000,3289,14197
973383,1195377,CA,INDIVIDUAL,Kaiser Permanente,A,11-10-2021,16-05-2021,14-10-2021,Fully Paid,14-11-2021,Debt consolidation,A4, 36 months,Source Verified,469.36,0.079,15000,16897,14198
659884,843981,MA,INDIVIDUAL,Exeter hospital,A,11-01-2021,14-02-2021,14-02-2021,Fully Paid,14-03-2021,Debt consolidation,A3, 36 months,Source Verified,154.21,0.0692,5000,5552,14199
580887,746677,CA,INDIVIDUAL,City Grid Media,A,10-09-2021,14-06-2021,11-04-2021,Fully Paid,11-05-2021,Debt consolidation,A3, 36 months,Source Verified,185.65,0.0714,6000,6201,14200
611256,783875,CA,INDIVIDUAL,Panasonic,A,10-11-2021,13-11-2021,13-11-2021,Fully Paid,13-12-2021,Debt consolidation,A4, 36 months,Source Verified,371.08,0.0654,20000,13359,14201
976022,1198336,TX,INDIVIDUAL,united states postal service,A,11-10-2021,12-10-2021,12-10-2021,Fully Paid,12-11-2021,Debt consolidation,A2, 36 months,Source Verified,30.71,0.0662,1000,1057,14202
676051,863983,CA,INDIVIDUAL,,A,11-02-2021,14-03-2021,14-03-2021,Fully Paid,14-04-2021,Debt consolidation,A3, 36 months,Source Verified,370.09,0.0692,12000,13323,14203
799552,1004756,OH,INDIVIDUAL,,A,11-07-2021,15-05-2021,14-03-2021,Fully Paid,14-04-2021,Debt consolidation,A3, 36 months,Source Verified,229.23,0.0699,9750,8239,14204
716046,909810,CA,INDIVIDUAL,University of CA San Diego,A,11-04-2021,16-05-2021,12-11-2021,Fully Paid,12-12-2021,Debt consolidation,A4, 36 months,Source Verified,434.14,0.0729,14000,15241,14205
1032053,1261487,NJ,INDIVIDUAL,Cumberland Reminder,A,11-11-2021,13-11-2021,13-11-2021,Fully Paid,13-12-2021,Debt consolidation,A5, 36 months,Source Verified,523.93,0.089,16500,18476,14206
893800,1110956,FL,INDIVIDUAL,PSA Healthcare,A,11-09-2021,14-09-2021,14-09-2021,Fully Paid,14-10-2021,Debt consolidation,A3, 36 months,Source Verified,264.45,0.0751,8500,9514,14207
571227,734800,NV,INDIVIDUAL,Schneider Logistics,A,10-08-2021,13-02-2021,11-04-2021,Fully Paid,11-05-2021,Debt consolidation,A5, 36 months,Source Verified,156.41,0.0788,5000,5210,14208
711495,904454,CA,INDIVIDUAL,Mars Incorporated,A,11-03-2021,16-03-2021,14-01-2021,Fully Paid,14-02-2021,Debt consolidation,A5, 36 months,Source Verified,87.31,0.0766,2800,3140,14209
791903,996274,PA,INDIVIDUAL,Language Services Associates,A,11-06-2021,16-03-2021,11-10-2021,Fully Paid,11-11-2021,Debt consolidation,A5, 36 months,Source Verified,202.01,0.0849,6400,6533,14210
1017098,1245059,TX,INDIVIDUAL,Walgreens,A,11-11-2021,15-10-2021,14-06-2021,Fully Paid,14-07-2021,Debt consolidation,A4, 36 months,Source Verified,154.89,0.079,4950,5561,14211
1048140,1279286,MO,INDIVIDUAL,De Soto School District,A,11-12-2021,12-12-2021,12-12-2021,Fully Paid,12-01-2022,Debt consolidation,A4, 36 months,Source Verified,93.88,0.079,3000,3204,14212
811533,1018576,AZ,INDIVIDUAL,Bank of America,A,11-07-2021,11-12-2021,11-11-2021,Fully Paid,11-12-2021,Debt consolidation,A5, 36 months,Source Verified,252.51,0.0849,8000,8218,14213
636577,805800,OR,INDIVIDUAL,Lane Co,A,10-12-2021,15-10-2021,13-05-2021,Fully Paid,13-06-2021,Debt consolidation,A3, 36 months,Source Verified,365.99,0.0617,12000,13040,14214
581439,747344,CT,INDIVIDUAL,favarh,A,10-09-2021,11-08-2021,11-08-2021,Fully Paid,11-09-2021,Debt consolidation,A3, 36 months,Source Verified,185.65,0.0714,6000,6316,14215
590275,758240,PA,INDIVIDUAL,Warren Hospital,A,10-10-2021,15-10-2021,12-03-2021,Fully Paid,12-04-2021,Debt consolidation,A4, 36 months,Source Verified,311.11,0.0751,10000,10846,14216
831833,1041149,LA,INDIVIDUAL,"Ted Bercier, DDS",A,11-08-2021,12-12-2021,12-12-2021,Fully Paid,12-01-2022,Debt consolidation,A5, 36 months,Source Verified,252.51,0.0849,8000,8734,14217
570764,734190,AL,INDIVIDUAL,"Thompson-Fisher, Inc.",A,10-08-2021,12-02-2021,12-02-2021,Fully Paid,12-03-2021,Debt consolidation,A4, 36 months,Source Verified,295.56,0.0751,9500,10303,14218
795281,1000004,NJ,INDIVIDUAL,Bridgeton Public Schools,A,11-06-2021,14-11-2021,12-08-2021,Fully Paid,12-09-2021,Debt consolidation,A2, 36 months,Source Verified,365.01,0.0599,12000,12658,14219
742657,940771,NY,INDIVIDUAL,Sister Act Broadway,A,11-05-2021,12-06-2021,12-06-2021,Fully Paid,12-07-2021,Debt consolidation,A4, 36 months,Source Verified,373.22,0.0749,12000,12825,14220
719189,913493,GA,INDIVIDUAL,clayton county water authority,A,11-04-2021,16-03-2021,14-04-2021,Fully Paid,14-05-2021,Debt consolidation,A4, 36 months,Source Verified,136.45,0.0729,4400,4912,14221
968008,1188950,NJ,INDIVIDUAL,chase bank,A,11-10-2021,14-10-2021,14-10-2021,Fully Paid,14-11-2021,Debt consolidation,A1, 36 months,Source Verified,486.97,0.0603,16000,17531,14222
832716,1042143,FL,INDIVIDUAL,Gold & Silver Reserve,A,11-08-2021,16-05-2021,13-12-2021,Fully Paid,13-01-2022,Debt consolidation,A3, 36 months,Source Verified,154.37,0.0699,5000,5527,14223
542296,699852,CA,INDIVIDUAL,caltech,A,10-07-2021,11-11-2021,11-10-2021,Fully Paid,11-11-2021,Debt consolidation,A4, 36 months,Source Verified,217.78,0.0751,7000,7540,14224
555021,714845,CA,INDIVIDUAL,Skinit Inc,A,10-07-2021,12-02-2021,12-02-2021,Fully Paid,12-03-2021,Debt consolidation,A5, 36 months,Source Verified,469.22,0.0788,15000,16387,14225
646866,827628,NY,INDIVIDUAL,Good Shepherd Services yabc @ Lincoln HS,A,11-01-2021,16-05-2021,13-08-2021,Fully Paid,13-09-2021,Debt consolidation,A3, 36 months,Source Verified,548.99,0.0617,18000,19722,14226
614719,788265,OH,INDIVIDUAL,TLC,A,10-11-2021,16-05-2021,13-07-2021,Fully Paid,13-08-2021,Debt consolidation,A4, 36 months,Source Verified,134.94,0.0654,6250,4847,14227
